metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
vus,1733299255,1.000000,,,,,,,,,,,,,,,,
vus_max,1733299255,200.000000,,,,,,,,,,,,,,,,
vus,1733299256,2.000000,,,,,,,,,,,,,,,,
vus_max,1733299256,200.000000,,,,,,,,,,,,,,,,
vus,1733299257,3.000000,,,,,,,,,,,,,,,,
vus_max,1733299257,200.000000,,,,,,,,,,,,,,,,
vus,1733299258,4.000000,,,,,,,,,,,,,,,,
vus_max,1733299258,200.000000,,,,,,,,,,,,,,,,
vus,1733299259,5.000000,,,,,,,,,,,,,,,,
vus_max,1733299259,200.000000,,,,,,,,,,,,,,,,
vus,1733299260,5.000000,,,,,,,,,,,,,,,,
vus_max,1733299260,200.000000,,,,,,,,,,,,,,,,
vus,1733299261,6.000000,,,,,,,,,,,,,,,,
vus_max,1733299261,200.000000,,,,,,,,,,,,,,,,
vus,1733299262,7.000000,,,,,,,,,,,,,,,,
vus_max,1733299262,200.000000,,,,,,,,,,,,,,,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,1031.910000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,0.427000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.336000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.076000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,1029.918000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,1.916000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,3457.851000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,0.667000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.507000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.808000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,3456.922000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.121000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,2247.013000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,0.459000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.354000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.050000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,2246.868000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.095000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,7095.160000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,1.376000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.422000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.084000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,7095.009000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.067000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,8289.884000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,4.569000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.560000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,1.075000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,8288.743000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.066000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,4677.401000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,0.603000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.445000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.108000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,4677.175000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.118000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,5890.119000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,0.481000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.392000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.068000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,5889.979000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.072000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_reqs,1733299263,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299263,13.404000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299263,1.433000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299263,0.454000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299263,0.945000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299263,12.356000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299263,0.103000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299263,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
vus,1733299263,8.000000,,,,,,,,,,,,,,,,
vus_max,1733299263,200.000000,,,,,,,,,,,,,,,,
http_reqs,1733299264,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299264,4.499000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299264,0.491000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299264,0.389000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299264,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299264,0.085000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299264,4.304000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299264,0.110000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299264,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
vus,1733299264,9.000000,,,,,,,,,,,,,,,,
vus_max,1733299264,200.000000,,,,,,,,,,,,,,,,
http_reqs,1733299265,1.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_duration,1733299265,6.137000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_blocked,1733299265,0.985000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_connecting,1733299265,0.866000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_tls_handshaking,1733299265,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_sending,1733299265,0.086000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_waiting,1733299265,5.914000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_receiving,1733299265,0.137000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
http_req_failed,1733299265,0.000000,,,,true,,GET,http://localhost:8080/,HTTP/1.1,default,,302,,,http://localhost:8080/,,
vus,1733299265,10.000000,,,,,,,,,,,,,,,,
vus_max,1733299265,200.000000,,,,,,,,,,,,,,,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2688.286000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.005000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.021000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2687.870000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.395000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2497.841000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.008000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.017000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2497.128000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.696000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2687.513000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.005000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.013000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2686.952000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.548000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2691.623000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.009000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.023000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2691.201000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.399000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2682.294000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.006000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.022000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2681.902000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.370000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,2708.941000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.006000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.019000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,2702.571000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,6.351000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
http_reqs,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299265,1315.232000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299265,0.006000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299265,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299265,0.015000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299265,1315.072000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299265,0.145000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299265,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
checks,1733299265,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
http_reqs,1733299266,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_duration,1733299266,3407.403000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_blocked,1733299266,0.004000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_connecting,1733299266,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_tls_handshaking,1733299266,0.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_sending,1733299266,0.012000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_waiting,1733299266,3407.267000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_receiving,1733299266,0.124000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
http_req_failed,1733299266,1.000000,,,1500,false,,GET,http://localhost:8080/tools.descartes.teastore.webui/,HTTP/1.1,default,,500,,,http://localhost:8080/tools.descartes.teastore.webui/,,
checks,1733299266,0.000000,homepage status is 200,,,,,,,,default,,,,,,,
vus,1733299266,10.000000,,,,,,,,,,,,,,,,
vus_max,1733299266,200.000000,,,,,,,,,,,,,,,,
http_reqs,1733299266,1.000000,,,1404,false,,GET,http://localhost:8080/categories,HTTP/1.1,default,,404,,,http://localhost:8080/categories,,
http_req_duration,1733299266,10.643000,,,1404,false,,GET,http://localhost:8080/categories,HTTP/1.1,default,,404,,,http://localhost:8080/categories,,
http_req_blocked,1733299266,0.699000,,,1404,false,,GET,http://localhost:8080/categories,HTTP/1.1,default,,404,,,http://localhost:8080/categories,,
